,Time,Moisture
401,29/10/2019 12:43,36
402,29/10/2019 12:44,36
403,29/10/2019 12:44,36
404,29/10/2019 12:44,36
405,29/10/2019 12:44,36
406,29/10/2019 12:44,36
407,29/10/2019 12:44,36
408,29/10/2019 12:44,36
409,29/10/2019 12:44,37
410,29/10/2019 12:44,36
411,29/10/2019 12:44,36
412,29/10/2019 12:44,37
413,29/10/2019 12:44,37
414,29/10/2019 12:45,37
415,29/10/2019 12:45,36
416,29/10/2019 12:45,37
417,29/10/2019 12:45,37
418,29/10/2019 12:45,37
419,29/10/2019 12:45,36
420,29/10/2019 12:45,37
421,29/10/2019 12:45,37
422,29/10/2019 12:45,37
423,29/10/2019 12:45,37
424,29/10/2019 12:45,37
425,29/10/2019 12:45,37
426,29/10/2019 12:46,37
427,29/10/2019 12:46,37
428,29/10/2019 12:46,37
429,29/10/2019 12:46,37
430,29/10/2019 12:46,37
431,29/10/2019 12:46,37
432,29/10/2019 12:46,37
433,29/10/2019 12:46,37
434,29/10/2019 12:46,37
435,29/10/2019 12:46,37
436,29/10/2019 12:46,37
437,29/10/2019 12:46,37
438,29/10/2019 12:47,37
439,29/10/2019 12:47,37
440,29/10/2019 12:47,37
441,29/10/2019 12:47,37
442,29/10/2019 12:47,37
443,29/10/2019 12:47,37
444,29/10/2019 12:47,37
445,29/10/2019 12:47,37
446,29/10/2019 12:47,37
447,29/10/2019 12:47,37
448,29/10/2019 12:47,37
449,29/10/2019 12:47,37
450,29/10/2019 12:48,37
451,29/10/2019 12:48,37
452,29/10/2019 12:48,37
453,29/10/2019 12:48,37
454,29/10/2019 12:48,37
455,29/10/2019 12:48,37
456,29/10/2019 12:48,38
457,29/10/2019 12:48,37
458,29/10/2019 12:48,37
459,29/10/2019 12:48,37
460,29/10/2019 12:48,37
461,29/10/2019 12:48,37
462,29/10/2019 12:49,38
463,29/10/2019 12:49,37
464,29/10/2019 12:49,37
465,29/10/2019 12:49,37
466,29/10/2019 12:49,37
467,29/10/2019 12:49,37
468,29/10/2019 12:49,37
469,29/10/2019 12:49,37
470,29/10/2019 12:49,37
471,29/10/2019 12:49,37
472,29/10/2019 12:49,37
473,29/10/2019 12:49,37
474,29/10/2019 12:50,37
475,29/10/2019 12:50,37
476,29/10/2019 12:50,37
477,29/10/2019 12:50,37
478,29/10/2019 12:50,37
479,29/10/2019 12:50,37
480,29/10/2019 12:50,37
481,29/10/2019 12:50,37
482,29/10/2019 12:50,37
483,29/10/2019 12:50,38
484,29/10/2019 12:50,37
485,29/10/2019 12:50,37
486,29/10/2019 12:51,38
487,29/10/2019 12:51,37
488,29/10/2019 12:51,37
489,29/10/2019 12:51,37
490,29/10/2019 12:51,37
491,29/10/2019 12:51,37
492,29/10/2019 12:51,38
493,29/10/2019 12:51,37
494,29/10/2019 12:51,37
495,29/10/2019 12:51,37
496,29/10/2019 12:51,37
497,29/10/2019 12:51,37
498,29/10/2019 12:52,38
499,29/10/2019 12:52,37
500,29/10/2019 12:52,37
501,29/10/2019 12:52,38
502,29/10/2019 12:52,37
503,29/10/2019 12:52,37
504,29/10/2019 12:52,38
505,29/10/2019 12:52,37
506,29/10/2019 12:52,37
507,29/10/2019 12:52,37
508,29/10/2019 12:52,37
509,29/10/2019 12:52,37
510,29/10/2019 12:53,38
511,29/10/2019 12:53,37
512,29/10/2019 12:53,37
513,29/10/2019 12:53,37
514,29/10/2019 12:53,38
515,29/10/2019 12:53,37
516,29/10/2019 12:53,38
517,29/10/2019 12:53,37
518,29/10/2019 12:53,37
519,29/10/2019 12:53,37
520,29/10/2019 12:53,37
521,29/10/2019 12:53,37
522,29/10/2019 12:54,38
523,29/10/2019 12:54,37
524,29/10/2019 12:54,37
525,29/10/2019 12:54,37
526,29/10/2019 12:54,37
527,29/10/2019 12:54,37
528,29/10/2019 12:54,38
529,29/10/2019 12:54,37
530,29/10/2019 12:54,37
531,29/10/2019 12:54,37
532,29/10/2019 12:54,38
533,29/10/2019 12:54,37
534,29/10/2019 12:55,37
535,29/10/2019 12:55,37
536,29/10/2019 12:55,37
537,29/10/2019 12:55,37
538,29/10/2019 12:55,37
539,29/10/2019 12:55,37
540,29/10/2019 12:55,37
541,29/10/2019 12:55,37
542,29/10/2019 12:55,37
543,29/10/2019 12:55,37
544,29/10/2019 12:55,37
545,29/10/2019 12:55,37
546,29/10/2019 12:56,37
547,29/10/2019 12:56,38
548,29/10/2019 12:56,37
549,29/10/2019 12:56,37
550,29/10/2019 12:56,37
551,29/10/2019 12:56,38
552,29/10/2019 12:56,38
553,29/10/2019 12:56,38
554,29/10/2019 12:56,38
555,29/10/2019 12:56,38
556,29/10/2019 12:56,38
557,29/10/2019 12:56,38
558,29/10/2019 12:57,38
559,29/10/2019 12:57,38
560,29/10/2019 12:57,38
561,29/10/2019 12:57,38
562,29/10/2019 12:57,38
563,29/10/2019 12:57,38
564,29/10/2019 12:57,37
565,29/10/2019 12:57,38
566,29/10/2019 12:57,38
567,29/10/2019 12:57,38
568,29/10/2019 12:57,38
569,29/10/2019 12:57,38
570,29/10/2019 12:58,38
571,29/10/2019 12:58,38
572,29/10/2019 12:58,38
573,29/10/2019 12:58,38
574,29/10/2019 12:58,38
575,29/10/2019 12:58,38
576,29/10/2019 12:58,38
577,29/10/2019 12:58,38
578,29/10/2019 12:58,38
579,29/10/2019 12:58,38
580,29/10/2019 12:58,38
581,29/10/2019 12:58,38
582,29/10/2019 12:59,38
583,29/10/2019 12:59,38
584,29/10/2019 12:59,38
585,29/10/2019 12:59,38
586,29/10/2019 12:59,38
587,29/10/2019 12:59,38
588,29/10/2019 12:59,38
589,29/10/2019 12:59,38
590,29/10/2019 12:59,38
591,29/10/2019 12:59,38
592,29/10/2019 12:59,38
593,29/10/2019 12:59,38
594,29/10/2019 13:00,38
595,29/10/2019 13:00,38
596,29/10/2019 13:00,38
597,29/10/2019 13:00,38
598,29/10/2019 13:00,38
599,29/10/2019 13:00,38
600,29/10/2019 13:00,38
601,29/10/2019 13:00,38
602,29/10/2019 13:00,38
603,29/10/2019 13:00,38
604,29/10/2019 13:00,38
605,29/10/2019 13:00,38
606,29/10/2019 13:01,38
607,29/10/2019 13:01,38
608,29/10/2019 13:01,38
609,29/10/2019 13:01,38
610,29/10/2019 13:01,38
611,29/10/2019 13:01,38
612,29/10/2019 13:01,38
613,29/10/2019 13:01,38
614,29/10/2019 13:01,38
615,29/10/2019 13:01,38
616,29/10/2019 13:01,38
617,29/10/2019 13:01,38
618,29/10/2019 13:02,38
619,29/10/2019 13:02,38
620,29/10/2019 13:02,38
621,29/10/2019 13:02,38
622,29/10/2019 13:02,38
623,29/10/2019 13:02,38
624,29/10/2019 13:02,38
625,29/10/2019 13:02,38
626,29/10/2019 13:02,38
627,29/10/2019 13:02,38
628,29/10/2019 13:02,38
629,29/10/2019 13:02,38
630,29/10/2019 13:03,38
631,29/10/2019 13:03,38
632,29/10/2019 13:03,38
633,29/10/2019 13:03,38
634,29/10/2019 13:03,38
635,29/10/2019 13:03,38
636,29/10/2019 13:03,38
637,29/10/2019 13:03,38
638,29/10/2019 13:03,38
639,29/10/2019 13:03,38
640,29/10/2019 13:03,38
641,29/10/2019 13:03,38
642,29/10/2019 13:04,38
643,29/10/2019 13:04,38
644,29/10/2019 13:04,38
645,29/10/2019 13:04,38
646,29/10/2019 13:04,38
647,29/10/2019 13:04,39
648,29/10/2019 13:04,38
649,29/10/2019 13:04,38
650,29/10/2019 13:04,38
651,29/10/2019 13:04,38
652,29/10/2019 13:04,38
653,29/10/2019 13:04,39
654,29/10/2019 13:05,38
655,29/10/2019 13:05,38
656,29/10/2019 13:05,38
657,29/10/2019 13:05,38
658,29/10/2019 13:05,38
659,29/10/2019 13:05,38
660,29/10/2019 13:05,38
661,29/10/2019 13:05,38
662,29/10/2019 13:05,38
663,29/10/2019 13:05,38
664,29/10/2019 13:05,38
665,29/10/2019 13:05,39
666,29/10/2019 13:06,38
667,29/10/2019 13:06,38
668,29/10/2019 13:06,38
669,29/10/2019 13:06,38
670,29/10/2019 13:06,38
671,29/10/2019 13:06,39
672,29/10/2019 13:06,38
673,29/10/2019 13:06,38
674,29/10/2019 13:06,38
675,29/10/2019 13:06,38
676,29/10/2019 13:06,38
677,29/10/2019 13:06,39
678,29/10/2019 13:07,38
679,29/10/2019 13:07,38
680,29/10/2019 13:07,38
681,29/10/2019 13:07,38
682,29/10/2019 13:07,38
683,29/10/2019 13:07,39
684,29/10/2019 13:07,38
685,29/10/2019 13:07,39
686,29/10/2019 13:07,38
687,29/10/2019 13:07,38
688,29/10/2019 13:07,38
689,29/10/2019 13:07,39
690,29/10/2019 13:08,38
691,29/10/2019 13:08,38
692,29/10/2019 13:08,38
693,29/10/2019 13:08,38
694,29/10/2019 13:08,38
695,29/10/2019 13:08,39
696,29/10/2019 13:08,38
697,29/10/2019 13:08,38
698,29/10/2019 13:08,38
699,29/10/2019 13:08,38
700,29/10/2019 13:08,38
701,29/10/2019 13:08,38
702,29/10/2019 13:09,38
703,29/10/2019 13:09,38
704,29/10/2019 13:09,38
705,29/10/2019 13:09,38
706,29/10/2019 13:09,38
707,29/10/2019 13:09,38
708,29/10/2019 13:09,38
709,29/10/2019 13:09,38
710,29/10/2019 13:09,38
711,29/10/2019 13:09,38
712,29/10/2019 13:09,38
713,29/10/2019 13:09,39
714,29/10/2019 13:10,38
715,29/10/2019 13:10,38
716,29/10/2019 13:10,38
717,29/10/2019 13:10,38
718,29/10/2019 13:10,38
719,29/10/2019 13:10,38
720,29/10/2019 13:10,38
721,29/10/2019 13:10,38
722,29/10/2019 13:10,38
723,29/10/2019 13:10,38
724,29/10/2019 13:10,38
725,29/10/2019 13:10,38
726,29/10/2019 13:11,38
727,29/10/2019 13:11,38
728,29/10/2019 13:11,38
729,29/10/2019 13:11,38
730,29/10/2019 13:11,38
731,29/10/2019 13:11,38
732,29/10/2019 13:11,38
733,29/10/2019 13:11,39
734,29/10/2019 13:11,39
735,29/10/2019 13:11,38
736,29/10/2019 13:11,39
737,29/10/2019 13:11,39
738,29/10/2019 13:12,39
739,29/10/2019 13:12,39
740,29/10/2019 13:12,39
741,29/10/2019 13:12,39
742,29/10/2019 13:12,39
743,29/10/2019 13:12,39
744,29/10/2019 13:12,39
745,29/10/2019 13:12,38
746,29/10/2019 13:12,39
747,29/10/2019 13:12,39
748,29/10/2019 13:12,39
749,29/10/2019 13:12,39
750,29/10/2019 13:13,39
751,29/10/2019 13:13,39
752,29/10/2019 13:13,39
753,29/10/2019 13:13,39
754,29/10/2019 13:13,39
755,29/10/2019 13:13,39
756,29/10/2019 13:13,39
757,29/10/2019 13:13,39
758,29/10/2019 13:13,39
759,29/10/2019 13:13,39
760,29/10/2019 13:13,39
761,29/10/2019 13:13,39
762,29/10/2019 13:14,39
763,29/10/2019 13:14,39
764,29/10/2019 13:14,39
765,29/10/2019 13:14,39
766,29/10/2019 13:14,39
767,29/10/2019 13:14,39
768,29/10/2019 13:14,39
769,29/10/2019 13:14,39
770,29/10/2019 13:14,39
771,29/10/2019 13:14,39
772,29/10/2019 13:14,39
773,29/10/2019 13:14,39
774,29/10/2019 13:15,39
775,29/10/2019 13:15,39
776,29/10/2019 13:15,39
777,29/10/2019 13:15,39
778,29/10/2019 13:15,39
779,29/10/2019 13:15,39
780,29/10/2019 13:15,39
781,29/10/2019 13:15,39
782,29/10/2019 13:15,39
783,29/10/2019 13:15,39
784,29/10/2019 13:15,39
785,29/10/2019 13:15,39
786,29/10/2019 13:16,39
787,29/10/2019 13:16,39
788,29/10/2019 13:16,39
789,29/10/2019 13:16,39
790,29/10/2019 13:16,39
791,29/10/2019 13:16,39
792,29/10/2019 13:16,39
793,29/10/2019 13:16,39
794,29/10/2019 13:16,39
795,29/10/2019 13:16,39
796,29/10/2019 13:16,39
797,29/10/2019 13:16,39
798,29/10/2019 13:17,39
799,29/10/2019 13:17,39
800,29/10/2019 13:17,39
801,29/10/2019 13:17,39
802,29/10/2019 13:17,39
803,29/10/2019 13:17,39
804,29/10/2019 13:17,39
805,29/10/2019 13:17,39
806,29/10/2019 13:17,39
807,29/10/2019 13:17,39
808,29/10/2019 13:17,39
809,29/10/2019 13:17,39
810,29/10/2019 13:18,39
811,29/10/2019 13:18,39
812,29/10/2019 13:18,39
813,29/10/2019 13:18,39
814,29/10/2019 13:18,39
815,29/10/2019 13:18,39
816,29/10/2019 13:18,39
817,29/10/2019 13:18,39
818,29/10/2019 13:18,39
819,29/10/2019 13:18,39
820,29/10/2019 13:18,39
821,29/10/2019 13:18,39
822,29/10/2019 13:19,39
823,29/10/2019 13:19,39
824,29/10/2019 13:19,39
825,29/10/2019 13:19,39
826,29/10/2019 13:19,39
827,29/10/2019 13:19,39
828,29/10/2019 13:19,39
829,29/10/2019 13:19,39
830,29/10/2019 13:19,39
831,29/10/2019 13:19,39
832,29/10/2019 13:19,39
833,29/10/2019 13:19,39
834,29/10/2019 13:20,39
835,29/10/2019 13:20,39
836,29/10/2019 13:20,39
837,29/10/2019 13:20,39
838,29/10/2019 13:20,39
839,29/10/2019 13:20,39
840,29/10/2019 13:20,39
841,29/10/2019 13:20,39
842,29/10/2019 13:20,39
843,29/10/2019 13:20,39
844,29/10/2019 13:20,40
845,29/10/2019 13:20,39
846,29/10/2019 13:21,39
847,29/10/2019 13:21,39
848,29/10/2019 13:21,39
849,29/10/2019 13:21,39
850,29/10/2019 13:21,39
851,29/10/2019 13:21,39
852,29/10/2019 13:21,39
853,29/10/2019 13:21,39
854,29/10/2019 13:21,39
855,29/10/2019 13:21,39
856,29/10/2019 13:21,39
857,29/10/2019 13:21,39
858,29/10/2019 13:22,39
859,29/10/2019 13:22,39
860,29/10/2019 13:22,39
861,29/10/2019 13:22,39
862,29/10/2019 13:22,39
863,29/10/2019 13:22,39
864,29/10/2019 13:22,39
865,29/10/2019 13:22,39
866,29/10/2019 13:22,39
867,29/10/2019 13:22,39
868,29/10/2019 13:22,39
869,29/10/2019 13:22,39
870,29/10/2019 13:23,39
871,29/10/2019 13:23,39
872,29/10/2019 13:23,39
873,29/10/2019 13:23,39
874,29/10/2019 13:23,39
875,29/10/2019 13:23,39
876,29/10/2019 13:23,39
877,29/10/2019 13:23,39
878,29/10/2019 13:23,40
879,29/10/2019 13:23,39
880,29/10/2019 13:23,39
881,29/10/2019 13:23,39
882,29/10/2019 13:24,39
883,29/10/2019 13:24,39
884,29/10/2019 13:24,39
885,29/10/2019 13:24,39
886,29/10/2019 13:24,40
887,29/10/2019 13:24,39
888,29/10/2019 13:24,39
889,29/10/2019 13:24,39
890,29/10/2019 13:24,39
891,29/10/2019 13:24,39
892,29/10/2019 13:24,39
893,29/10/2019 13:24,39
894,29/10/2019 13:25,39
895,29/10/2019 13:25,39
896,29/10/2019 13:25,39
897,29/10/2019 13:25,39
898,29/10/2019 13:25,39
899,29/10/2019 13:25,39
900,29/10/2019 13:25,39
901,29/10/2019 13:25,39
902,29/10/2019 13:25,39
903,29/10/2019 13:25,39
904,29/10/2019 13:25,39
905,29/10/2019 13:25,39
906,29/10/2019 13:26,39
907,29/10/2019 13:26,39
908,29/10/2019 13:26,39
909,29/10/2019 13:26,39
910,29/10/2019 13:26,39
911,29/10/2019 13:26,39
912,29/10/2019 13:26,39
913,29/10/2019 13:26,39
914,29/10/2019 13:26,40
915,29/10/2019 13:26,40
916,29/10/2019 13:26,39
917,29/10/2019 13:26,39
918,29/10/2019 13:27,39
919,29/10/2019 13:27,39
920,29/10/2019 13:27,39
921,29/10/2019 13:27,40
922,29/10/2019 13:27,39
923,29/10/2019 13:27,39
924,29/10/2019 13:27,39
925,29/10/2019 13:27,39
926,29/10/2019 13:27,39
927,29/10/2019 13:27,40
928,29/10/2019 13:27,39
929,29/10/2019 13:27,39
930,29/10/2019 13:28,39
931,29/10/2019 13:28,40
932,29/10/2019 13:28,39
933,29/10/2019 13:28,40
934,29/10/2019 13:28,39
935,29/10/2019 13:28,39
936,29/10/2019 13:28,39
937,29/10/2019 13:28,39
938,29/10/2019 13:28,39
939,29/10/2019 13:28,40
940,29/10/2019 13:28,39
941,29/10/2019 13:28,39
942,29/10/2019 13:29,39
943,29/10/2019 13:29,40
944,29/10/2019 13:29,40
945,29/10/2019 13:29,40
946,29/10/2019 13:29,40
947,29/10/2019 13:29,39
948,29/10/2019 13:29,40
949,29/10/2019 13:29,39
950,29/10/2019 13:29,39
951,29/10/2019 13:29,40
